1	100.000000
2	100.000000
3	100.000000
4	100.000000
5	98.000000
6	100.000000
7	96.000000
8	98.000000
9	100.000000
10	98.000000
11	90.000000
12	94.000000
13	90.000000
14	96.000000
15	96.000000
16	98.000000
17	80.000000
18	94.000000
19	86.000000
20	84.000000
21	90.000000
22	90.000000
23	80.000000
24	82.000000
25	80.000000
26	90.000000
27	88.000000
28	84.000000
29	86.000000
30	86.000000
31	86.000000
32	80.000000
33	80.000000
34	78.000000
35	78.000000
36	86.000000
37	84.000000
38	82.000000
39	82.000000
40	92.000000
41	70.000000
42	62.000000
43	72.000000
44	94.000000
45	86.000000
46	82.000000
47	82.000000
48	80.000000
49	84.000000
50	80.000000
51	76.000000
52	74.000000
53	72.000000
54	86.000000
55	74.000000
56	78.000000
57	74.000000
58	80.000000
59	82.000000
60	66.000000
61	70.000000
62	66.000000
63	74.000000
64	74.000000
65	66.000000
66	74.000000
67	66.000000
68	76.000000
69	58.000000
70	76.000000
71	68.000000
72	80.000000
73	74.000000
74	68.000000
75	78.000000
76	74.000000
77	82.000000
78	72.000000
79	74.000000
80	66.000000
81	68.000000
82	60.000000
83	74.000000
84	74.000000
85	74.000000
86	78.000000
87	74.000000
88	76.000000
89	78.000000
90	80.000000
91	64.000000
92	82.000000
93	68.000000
94	74.000000
95	68.000000
96	82.000000
97	68.000000
98	76.000000
99	58.000000
100	72.000000
