1	100.000000
2	100.000000
3	100.000000
4	100.000000
5	98.000000
6	94.000000
7	94.000000
8	90.000000
9	68.000000
10	80.000000
11	76.000000
12	76.000000
13	68.000000
14	60.000000
15	70.000000
16	76.000000
17	70.000000
18	70.000000
19	64.000000
20	72.000000
21	68.000000
22	52.000000
23	74.000000
24	60.000000
25	56.000000
26	64.000000
27	50.000000
28	56.000000
29	72.000000
30	56.000000
31	58.000000
32	46.000000
33	52.000000
34	50.000000
35	64.000000
36	44.000000
37	48.000000
38	50.000000
39	46.000000
40	60.000000
41	56.000000
42	42.000000
43	42.000000
44	38.000000
45	60.000000
46	54.000000
47	42.000000
48	44.000000
49	52.000000
50	40.000000
51	40.000000
52	44.000000
53	50.000000
54	48.000000
55	52.000000
56	38.000000
57	44.000000
58	40.000000
59	48.000000
60	48.000000
61	52.000000
62	30.000000
63	46.000000
64	52.000000
65	44.000000
66	44.000000
67	38.000000
68	40.000000
69	40.000000
70	42.000000
71	58.000000
72	48.000000
73	42.000000
74	46.000000
75	44.000000
76	34.000000
77	52.000000
78	40.000000
79	38.000000
80	56.000000
81	36.000000
82	46.000000
83	48.000000
84	36.000000
85	46.000000
86	40.000000
87	28.000000
88	36.000000
89	32.000000
90	42.000000
91	36.000000
92	28.000000
93	40.000000
94	40.000000
95	26.000000
96	34.000000
97	50.000000
98	36.000000
99	28.000000
100	44.000000
